rShldrBendx,rShldrBendy,rShldrBendz,rForearmBendx,rForearmBendy,rForearmBendz,rHandx,rHandy,rHandz,rThumb2x,rThumb2y,rThumb2z,rMid1x,rMid1y,rMid1z,lShldrBendx,lShldrBendy,lShldrBendz,lForearmBendx,lForearmBendy,lForearmBendz,lHandx,lHandy,lHandz,lThumb2x,lThumb2y,lThumb2z,lMid1x,lMid1y,lMid1z,lEarx,lEary,lEarz,lEyex,lEyey,lEyez,rEarx,rEary,rEarz,rEyex,rEyey,rEyez,Nosex,Nosey,Nosez,rThighBendx,rThighBendy,rThighBendz,rShinx,rShiny,rShinz,rFootx,rFooty,rFootz,rToex,rToey,rToez,lThighBendx,lThighBendy,lThighBendz,lShinx,lShiny,lShinz,lFootx,lFooty,lFootz,lToex,lToey,lToez,abdomenUpperx,abdomenUppery,abdomenUpperz,hipx,hipy,hipz,headx,heady,headz,neckx,necky,neckz,spinex,spiney,spinez,score,pose
-22.67034,-22.67034,-22.67034,-55.18143,-55.18143,-55.18143,-83.68548,-83.68548,-83.68548,-90.69165,-90.69165,-90.69165,-92.38528,-92.38528,-92.38528,25.2514,25.2514,25.2514,52.43963,52.43963,52.43963,89.4696,89.4696,89.4696,99.1207,99.1207,99.1207,102.8743,102.8743,102.8743,9.874936,9.874936,9.874936,4.523571,4.523571,4.523571,-6.601668,-6.601668,-6.601668,-2.263438,-2.263438,-2.263438,2.00219,2.00219,2.00219,-13.25054,-13.25054,-13.25054,-30.06835,-30.06835,-30.06835,-47.51781,-47.51781,-47.51781,-52.45623,-52.45623,-52.45623,15.18376,15.18376,15.18376,26.7965,26.7965,26.7965,42.72112,42.72112,42.72112,51.12813,51.12813,51.12813,0.1481284,0.1481284,0.1481284,0.5573692,0.5573692,0.5573692,1.68348,1.68348,1.68348,1.290529,1.290529,1.290529,0.1481284,0.1481284,0.1481284,0.6800036,warrior
-22.63477,-22.63477,-22.63477,-56.17194,-56.17194,-56.17194,-85.92148,-85.92148,-85.92148,-93.04747,-93.04747,-93.04747,-95.27257,-95.27257,-95.27257,25.127,25.127,25.127,52.3116,52.3116,52.3116,89.12704,89.12704,89.12704,99.11147,99.11147,99.11147,103.4037,103.4037,103.4037,9.824192,9.824192,9.824192,4.390688,4.390688,4.390688,-6.603776,-6.603776,-6.603776,-2.557838,-2.557838,-2.557838,1.745536,1.745536,1.745536,-12.70728,-12.70728,-12.70728,-29.10194,-29.10194,-29.10194,-46.24213,-46.24213,-46.24213,-52.0972,-52.0972,-52.0972,15.26546,15.26546,15.26546,26.90641,26.90641,26.90641,42.78603,42.78603,42.78603,51.18109,51.18109,51.18109,0.4817369,0.4817369,0.4817369,0.8804134,0.8804134,0.8804134,1.659329,1.659329,1.659329,1.246114,1.246114,1.246114,0.4817369,0.4817369,0.4817369,0.6888512,warrior
-22.65284,-22.65284,-22.65284,-56.62562,-56.62562,-56.62562,-86.96051,-86.96051,-86.96051,-94.19986,-94.19986,-94.19986,-96.69947,-96.69947,-96.69947,25.08801,25.08801,25.08801,52.24487,52.24487,52.24487,88.99542,88.99542,88.99542,99.19189,99.19189,99.19189,103.7486,103.7486,103.7486,9.820354,9.820354,9.820354,4.346723,4.346723,4.346723,-6.619854,-6.619854,-6.619854,-2.719588,-2.719588,-2.719588,1.667984,1.667984,1.667984,-12.37299,-12.37299,-12.37299,-28.52517,-28.52517,-28.52517,-45.53561,-45.53561,-45.53561,-51.90831,-51.90831,-51.90831,15.42615,15.42615,15.42615,26.93294,26.93294,26.93294,42.71905,42.71905,42.71905,51.11122,51.11122,51.11122,0.7751886,0.7751886,0.7751886,1.150885,1.150885,1.150885,1.651145,1.651145,1.651145,1.217586,1.217586,1.217586,0.7751886,0.7751886,0.7751886,0.6898642,warrior
-22.56525,-22.56525,-22.56525,-56.00016,-56.00016,-56.00016,-85.2201,-85.2201,-85.2201,-92.48331,-92.48331,-92.48331,-94.35018,-94.35018,-94.35018,25.07116,25.07116,25.07116,52.30082,52.30082,52.30082,89.20929,89.20929,89.20929,100.5634,100.5634,100.5634,103.8262,103.8262,103.8262,9.808813,9.808813,9.808813,4.50621,4.50621,4.50621,-6.552215,-6.552215,-6.552215,-2.655738,-2.655738,-2.655738,1.887217,1.887217,1.887217,-11.70758,-11.70758,-11.70758,-27.61093,-27.61093,-27.61093,-45.12679,-45.12679,-45.12679,-51.60064,-51.60064,-51.60064,15.97047,15.97047,15.97047,27.40537,27.40537,27.40537,42.75604,42.75604,42.75604,50.85029,50.85029,50.85029,1.451742,1.451742,1.451742,1.791596,1.791596,1.791596,1.679055,1.679055,1.679055,1.252953,1.252953,1.252953,1.451742,1.451742,1.451742,0.6967497,warrior
-22.46434,-22.46434,-22.46434,-55.69172,-55.69172,-55.69172,-84.88297,-84.88297,-84.88297,-91.95365,-91.95365,-91.95365,-93.5248,-93.5248,-93.5248,25.07914,25.07914,25.07914,52.40759,52.40759,52.40759,88.67427,88.67427,88.67427,98.24229,98.24229,98.24229,102.1936,102.1936,102.1936,9.826826,9.826826,9.826826,4.637991,4.637991,4.637991,-6.46553,-6.46553,-6.46553,-2.565648,-2.565648,-2.565648,1.929227,1.929227,1.929227,-11.26459,-11.26459,-11.26459,-26.99013,-26.99013,-26.99013,-44.84469,-44.84469,-44.84469,-51.38868,-51.38868,-51.38868,16.57823,16.57823,16.57823,27.97332,27.97332,27.97332,42.9208,42.9208,42.9208,50.95612,50.95612,50.95612,1.965807,1.965807,1.965807,2.311314,2.311314,2.311314,1.731631,1.731631,1.731631,1.307401,1.307401,1.307401,1.965807,1.965807,1.965807,0.6796875,warrior
-22.4854,-22.4854,-22.4854,-56.67668,-56.67668,-56.67668,-85.882,-85.882,-85.882,-92.9991,-92.9991,-92.9991,-94.25327,-94.25327,-94.25327,24.99555,24.99555,24.99555,52.48911,52.48911,52.48911,89.01611,89.01611,89.01611,98.54283,98.54283,98.54283,103.2202,103.2202,103.2202,9.759432,9.759432,9.759432,4.701017,4.701017,4.701017,-6.441997,-6.441997,-6.441997,-2.522469,-2.522469,-2.522469,1.992873,1.992873,1.992873,-10.95996,-10.95996,-10.95996,-26.68441,-26.68441,-26.68441,-44.76521,-44.76521,-44.76521,-51.48362,-51.48362,-51.48362,17.05404,17.05404,17.05404,28.61816,28.61816,28.61816,43.17146,43.17146,43.17146,51.14348,51.14348,51.14348,2.346543,2.346543,2.346543,2.696792,2.696792,2.696792,1.715491,1.715491,1.715491,1.255073,1.255073,1.255073,2.346543,2.346543,2.346543,0.6859341,warrior
-22.38994,-22.38994,-22.38994,-57.10303,-57.10303,-57.10303,-85.31157,-85.31157,-85.31157,-92.64922,-92.64922,-92.64922,-93.78191,-93.78191,-93.78191,24.95065,24.95065,24.95065,52.55148,52.55148,52.55148,89.02229,89.02229,89.02229,98.88361,98.88361,98.88361,103.7943,103.7943,103.7943,9.844721,9.844721,9.844721,4.829476,4.829476,4.829476,-6.268459,-6.268459,-6.268459,-2.103306,-2.103306,-2.103306,2.199327,2.199327,2.199327,-10.74476,-10.74476,-10.74476,-26.50277,-26.50277,-26.50277,-44.70224,-44.70224,-44.70224,-51.48001,-51.48001,-51.48001,17.41657,17.41657,17.41657,28.84323,28.84323,28.84323,43.09438,43.09438,43.09438,50.99038,50.99038,50.99038,2.588783,2.588783,2.588783,2.962344,2.962344,2.962344,1.860831,1.860831,1.860831,1.280356,1.280356,1.280356,2.588783,2.588783,2.588783,0.677457,warrior
-22.25671,-22.25671,-22.25671,-56.05088,-56.05088,-56.05088,-84.25456,-84.25456,-84.25456,-91.38937,-91.38937,-91.38937,-92.29839,-92.29839,-92.29839,25.03584,25.03584,25.03584,52.73368,52.73368,52.73368,89.14406,89.14406,89.14406,99.47005,99.47005,99.47005,104.5168,104.5168,104.5168,9.979826,9.979826,9.979826,4.980644,4.980644,4.980644,-6.147274,-6.147274,-6.147274,-1.836377,-1.836377,-1.836377,2.379179,2.379179,2.379179,-10.5647,-10.5647,-10.5647,-26.33635,-26.33635,-26.33635,-44.56559,-44.56559,-44.56559,-51.14796,-51.14796,-51.14796,17.60343,17.60343,17.60343,28.76566,28.76566,28.76566,42.91454,42.91454,42.91454,50.67819,50.67819,50.67819,2.754054,2.754054,2.754054,3.13671,3.13671,3.13671,1.992876,1.992876,1.992876,1.389565,1.389565,1.389565,2.754054,2.754054,2.754054,0.6762517,warrior
-22.07491,-22.07491,-22.07491,-55.5226,-55.5226,-55.5226,-84.23616,-84.23616,-84.23616,-91.25976,-91.25976,-91.25976,-92.12238,-92.12238,-92.12238,25.04051,25.04051,25.04051,52.20216,52.20216,52.20216,89.47014,89.47014,89.47014,100.6749,100.6749,100.6749,104.0162,104.0162,104.0162,9.938654,9.938654,9.938654,5.140457,5.140457,5.140457,-5.787818,-5.787818,-5.787818,-1.74232,-1.74232,-1.74232,2.408688,2.408688,2.408688,-10.65854,-10.65854,-10.65854,-26.7435,-26.7435,-26.7435,-44.29186,-44.29186,-44.29186,-50.64153,-50.64153,-50.64153,17.22663,17.22663,17.22663,28.43149,28.43149,28.43149,42.82273,42.82273,42.82273,50.95071,50.95071,50.95071,2.738256,2.738256,2.738256,3.011152,3.011152,3.011152,2.172977,2.172977,2.172977,1.482802,1.482802,1.482802,2.738256,2.738256,2.738256,0.6667005,warrior
-22.04636,-22.04636,-22.04636,-55.02853,-55.02853,-55.02853,-84.9063,-84.9063,-84.9063,-92.35674,-92.35674,-92.35674,-92.57836,-92.57836,-92.57836,25.06726,25.06726,25.06726,52.41444,52.41444,52.41444,89.73024,89.73024,89.73024,100.7801,100.7801,100.7801,103.3938,103.3938,103.3938,9.867098,9.867098,9.867098,5.225165,5.225165,5.225165,-5.527556,-5.527556,-5.527556,-1.709904,-1.709904,-1.709904,2.514782,2.514782,2.514782,-10.0915,-10.0915,-10.0915,-26.9974,-26.9974,-26.9974,-43.86374,-43.86374,-43.86374,-49.19825,-49.19825,-49.19825,17.17498,17.17498,17.17498,28.0092,28.0092,28.0092,42.54723,42.54723,42.54723,50.60621,50.60621,50.60621,2.876928,2.876928,2.876928,3.209335,3.209335,3.209335,2.285135,2.285135,2.285135,1.510449,1.510449,1.510449,2.876928,2.876928,2.876928,0.6719503,warrior
-22.04856,-22.04856,-22.04856,-56.02918,-56.02918,-56.02918,-85.31054,-85.31054,-85.31054,-92.98786,-92.98786,-92.98786,-92.88522,-92.88522,-92.88522,25.07334,25.07334,25.07334,52.52989,52.52989,52.52989,89.91333,89.91333,89.91333,100.9708,100.9708,100.9708,103.1876,103.1876,103.1876,9.82538,9.82538,9.82538,5.276173,5.276173,5.276173,-5.399089,-5.399089,-5.399089,-1.682048,-1.682048,-1.682048,2.583465,2.583465,2.583465,-9.816726,-9.816726,-9.816726,-27.122,-27.122,-27.122,-43.62903,-43.62903,-43.62903,-48.25372,-48.25372,-48.25372,17.13528,17.13528,17.13528,27.79932,27.79932,27.79932,42.3718,42.3718,42.3718,50.36209,50.36209,50.36209,2.937637,2.937637,2.937637,3.298457,3.298457,3.298457,2.338657,2.338657,2.338657,1.512389,1.512389,1.512389,2.937637,2.937637,2.937637,0.6700441,warrior
-21.92419,-21.92419,-21.92419,-55.58278,-55.58278,-55.58278,-85.54405,-85.54405,-85.54405,-93.30252,-93.30252,-93.30252,-93.13286,-93.13286,-93.13286,25.28748,25.28748,25.28748,52.80344,52.80344,52.80344,89.9913,89.9913,89.9913,101.0596,101.0596,101.0596,103.2799,103.2799,103.2799,9.69375,9.69375,9.69375,5.231603,5.231603,5.231603,-5.342794,-5.342794,-5.342794,-1.808407,-1.808407,-1.808407,2.520989,2.520989,2.520989,-9.686527,-9.686527,-9.686527,-27.23445,-27.23445,-27.23445,-43.55287,-43.55287,-43.55287,-47.77051,-47.77051,-47.77051,16.9501,16.9501,16.9501,27.81797,27.81797,27.81797,42.42801,42.42801,42.42801,50.82867,50.82867,50.82867,2.929852,2.929852,2.929852,3.280818,3.280818,3.280818,2.264468,2.264468,2.264468,1.681647,1.681647,1.681647,2.929852,2.929852,2.929852,0.6718465,warrior
-21.81369,-21.81369,-21.81369,-55.42178,-55.42178,-55.42178,-85.20767,-85.20767,-85.20767,-92.26775,-92.26775,-92.26775,-92.35616,-92.35616,-92.35616,25.38694,25.38694,25.38694,52.98143,52.98143,52.98143,89.66458,89.66458,89.66458,100.0498,100.0498,100.0498,102.7604,102.7604,102.7604,9.552942,9.552942,9.552942,5.19528,5.19528,5.19528,-5.272757,-5.272757,-5.272757,-1.793722,-1.793722,-1.793722,2.570827,2.570827,2.570827,-9.564894,-9.564894,-9.564894,-27.38124,-27.38124,-27.38124,-43.59936,-43.59936,-43.59936,-46.25412,-46.25412,-46.25412,16.89669,16.89669,16.89669,27.80269,27.80269,27.80269,42.51241,42.51241,42.51241,51.03439,51.03439,51.03439,2.85281,2.85281,2.85281,3.259354,3.259354,3.259354,2.204722,2.204722,2.204722,1.786625,1.786625,1.786625,2.85281,2.85281,2.85281,0.6736765,warrior
-21.51338,-21.51338,-21.51338,-54.4352,-54.4352,-54.4352,-82.59065,-82.59065,-82.59065,-88.72854,-88.72854,-88.72854,-89.17888,-89.17888,-89.17888,25.45102,25.45102,25.45102,53.15474,53.15474,53.15474,89.59352,89.59352,89.59352,99.97028,99.97028,99.97028,102.4493,102.4493,102.4493,9.571133,9.571133,9.571133,5.200515,5.200515,5.200515,-5.273497,-5.273497,-5.273497,-1.72664,-1.72664,-1.72664,2.617633,2.617633,2.617633,-9.457605,-9.457605,-9.457605,-27.49325,-27.49325,-27.49325,-44.14959,-44.14959,-44.14959,-44.68057,-44.68057,-44.68057,16.81663,16.81663,16.81663,27.57125,27.57125,27.57125,42.88826,42.88826,42.88826,51.41795,51.41795,51.41795,2.893011,2.893011,2.893011,3.28626,3.28626,3.28626,2.181681,2.181681,2.181681,1.968823,1.968823,1.968823,2.893011,2.893011,2.893011,0.6690187,warrior
-21.39875,-21.39875,-21.39875,-53.96282,-53.96282,-53.96282,-81.32615,-81.32615,-81.32615,-87.01794,-87.01794,-87.01794,-87.64045,-87.64045,-87.64045,25.46777,25.46777,25.46777,53.24049,53.24049,53.24049,89.59775,89.59775,89.59775,99.9508,99.9508,99.9508,102.3114,102.3114,102.3114,9.610188,9.610188,9.610188,5.24978,5.24978,5.24978,-5.268743,-5.268743,-5.268743,-1.693588,-1.693588,-1.693588,2.692802,2.692802,2.692802,-9.366022,-9.366022,-9.366022,-27.55654,-27.55654,-27.55654,-44.43012,-44.43012,-44.43012,-43.83181,-43.83181,-43.83181,16.84107,16.84107,16.84107,27.45092,27.45092,27.45092,43.06819,43.06819,43.06819,51.60488,51.60488,51.60488,2.939671,2.939671,2.939671,3.338598,3.338598,3.338598,2.194826,2.194826,2.194826,2.034509,2.034509,2.034509,2.939671,2.939671,2.939671,0.6676089,warrior
-21.38192,-21.38192,-21.38192,-53.65952,-53.65952,-53.65952,-78.64295,-78.64295,-78.64295,-85.79485,-85.79485,-85.79485,-86.28053,-86.28053,-86.28053,25.38815,25.38815,25.38815,53.16166,53.16166,53.16166,89.42143,89.42143,89.42143,99.80297,99.80297,99.80297,102.1202,102.1202,102.1202,9.702976,9.702976,9.702976,5.403744,5.403744,5.403744,-5.313142,-5.313142,-5.313142,-1.541814,-1.541814,-1.541814,2.855873,2.855873,2.855873,-9.969676,-9.969676,-9.969676,-27.66166,-27.66166,-27.66166,-44.38722,-44.38722,-44.38722,-43.13061,-43.13061,-43.13061,16.94184,16.94184,16.94184,27.29506,27.29506,27.29506,43.04604,43.04604,43.04604,51.60176,51.60176,51.60176,2.919813,2.919813,2.919813,3.202949,3.202949,3.202949,2.225665,2.225665,2.225665,2.003111,2.003111,2.003111,2.919813,2.919813,2.919813,0.6674362,warrior
-21.51011,-21.51011,-21.51011,-53.52429,-53.52429,-53.52429,-79.57108,-79.57108,-79.57108,-85.93854,-85.93854,-85.93854,-86.37994,-86.37994,-86.37994,25.32718,25.32718,25.32718,53.11864,53.11864,53.11864,89.09078,89.09078,89.09078,98.73711,98.73711,98.73711,102.0985,102.0985,102.0985,9.765899,9.765899,9.765899,5.440484,5.440484,5.440484,-5.374468,-5.374468,-5.374468,-1.495783,-1.495783,-1.495783,3.07614,3.07614,3.07614,-9.565204,-9.565204,-9.565204,-27.61962,-27.61962,-27.61962,-43.97889,-43.97889,-43.97889,-42.39697,-42.39697,-42.39697,17.02211,17.02211,17.02211,27.14631,27.14631,27.14631,42.83578,42.83578,42.83578,51.30442,51.30442,51.30442,2.928143,2.928143,2.928143,3.328299,3.328299,3.328299,2.24069,2.24069,2.24069,1.908535,1.908535,1.908535,2.928143,2.928143,2.928143,0.6651968,warrior
-21.62786,-21.62786,-21.62786,-53.46214,-53.46214,-53.46214,-80.9951,-80.9951,-80.9951,-87.50123,-87.50123,-87.50123,-87.89406,-87.89406,-87.89406,25.29138,25.29138,25.29138,53.04671,53.04671,53.04671,88.97681,88.97681,88.97681,98.23683,98.23683,98.23683,102.1234,102.1234,102.1234,9.824184,9.824184,9.824184,5.505185,5.505185,5.505185,-5.396563,-5.396563,-5.396563,-1.417856,-1.417856,-1.417856,3.221671,3.221671,3.221671,-9.924791,-9.924791,-9.924791,-27.57909,-27.57909,-27.57909,-43.69853,-43.69853,-43.69853,-41.85481,-41.85481,-41.85481,16.9319,16.9319,16.9319,27.06017,27.06017,27.06017,42.62133,42.62133,42.62133,50.99943,50.99943,50.99943,2.800046,2.800046,2.800046,3.1518,3.1518,3.1518,2.272183,2.272183,2.272183,1.831763,1.831763,1.831763,2.800046,2.800046,2.800046,0.6649492,warrior
-21.68414,-21.68414,-21.68414,-53.67909,-53.67909,-53.67909,-81.71338,-81.71338,-81.71338,-88.23273,-88.23273,-88.23273,-88.52016,-88.52016,-88.52016,25.27945,25.27945,25.27945,52.90323,52.90323,52.90323,88.90062,88.90062,88.90062,99.01402,99.01402,99.01402,101.918,101.918,101.918,9.842467,9.842467,9.842467,5.549204,5.549204,5.549204,-5.371756,-5.371756,-5.371756,-1.337908,-1.337908,-1.337908,3.295874,3.295874,3.295874,-10.13495,-10.13495,-10.13495,-27.48518,-27.48518,-27.48518,-43.36399,-43.36399,-43.36399,-41.55927,-41.55927,-41.55927,16.85319,16.85319,16.85319,26.93397,26.93397,26.93397,42.31523,42.31523,42.31523,50.62115,50.62115,50.62115,2.609164,2.609164,2.609164,2.984142,2.984142,2.984142,2.302149,2.302149,2.302149,1.797655,1.797655,1.797655,2.609164,2.609164,2.609164,0.6614674,warrior
-21.72778,-21.72778,-21.72778,-53.9421,-53.9421,-53.9421,-82.92717,-82.92717,-82.92717,-89.43466,-89.43466,-89.43466,-89.70282,-89.70282,-89.70282,25.27277,25.27277,25.27277,52.82638,52.82638,52.82638,89.00549,89.00549,89.00549,98.99093,98.99093,98.99093,101.348,101.348,101.348,9.932198,9.932198,9.932198,5.702857,5.702857,5.702857,-5.323314,-5.323314,-5.323314,-1.143404,-1.143404,-1.143404,3.486427,3.486427,3.486427,-10.19168,-10.19168,-10.19168,-27.26351,-27.26351,-27.26351,-43.15373,-43.15373,-43.15373,-41.60755,-41.60755,-41.60755,16.94057,16.94057,16.94057,26.85125,26.85125,26.85125,42.06871,42.06871,42.06871,50.47021,50.47021,50.47021,2.588707,2.588707,2.588707,2.981579,2.981579,2.981579,2.383993,2.383993,2.383993,1.772495,1.772495,1.772495,2.588707,2.588707,2.588707,0.6627448,warrior
-21.65862,-21.65862,-21.65862,-54.0113,-54.0113,-54.0113,-82.8158,-82.8158,-82.8158,-89.32974,-89.32974,-89.32974,-89.43841,-89.43841,-89.43841,25.30162,25.30162,25.30162,52.48991,52.48991,52.48991,88.90559,88.90559,88.90559,97.99606,97.99606,97.99606,101.2921,101.2921,101.2921,10.07691,10.07691,10.07691,5.916993,5.916993,5.916993,-5.154994,-5.154994,-5.154994,-1.026954,-1.026954,-1.026954,3.742471,3.742471,3.742471,-10.06529,-10.06529,-10.06529,-27.01073,-27.01073,-27.01073,-42.77011,-42.77011,-42.77011,-41.37949,-41.37949,-41.37949,16.99261,16.99261,16.99261,26.86383,26.86383,26.86383,41.89168,41.89168,41.89168,50.55437,50.55437,50.55437,2.727118,2.727118,2.727118,3.09539,3.09539,3.09539,2.557634,2.557634,2.557634,1.821504,1.821504,1.821504,2.727118,2.727118,2.727118,0.6565647,warrior
-21.59488,-21.59488,-21.59488,-54.03326,-54.03326,-54.03326,-82.71169,-82.71169,-82.71169,-89.21133,-89.21133,-89.21133,-89.24149,-89.24149,-89.24149,25.34395,25.34395,25.34395,52.32393,52.32393,52.32393,88.84929,88.84929,88.84929,97.47245,97.47245,97.47245,101.2311,101.2311,101.2311,10.14587,10.14587,10.14587,6.017035,6.017035,6.017035,-5.054367,-5.054367,-5.054367,-0.9767219,-0.9767219,-0.9767219,3.859595,3.859595,3.859595,-10.00146,-10.00146,-10.00146,-26.89601,-26.89601,-26.89601,-42.56869,-42.56869,-42.56869,-41.30175,-41.30175,-41.30175,17.0383,17.0383,17.0383,26.8644,26.8644,26.8644,41.80295,41.80295,41.80295,50.59482,50.59482,50.59482,2.81752,2.81752,2.81752,3.167969,3.167969,3.167969,2.647062,2.647062,2.647062,1.874536,1.874536,1.874536,2.81752,2.81752,2.81752,0.6552791,warrior
-21.1332,-21.1332,-21.1332,-53.60357,-53.60357,-53.60357,-81.88705,-81.88705,-81.88705,-88.22889,-88.22889,-88.22889,-88.27031,-88.27031,-88.27031,25.38538,25.38538,25.38538,52.28195,52.28195,52.28195,88.95793,88.95793,88.95793,97.38594,97.38594,97.38594,101.5833,101.5833,101.5833,10.28738,10.28738,10.28738,6.683533,6.683533,6.683533,-4.868791,-4.868791,-4.868791,-0.9456328,-0.9456328,-0.9456328,3.942836,3.942836,3.942836,-9.964409,-9.964409,-9.964409,-26.65908,-26.65908,-26.65908,-42.82175,-42.82175,-42.82175,-41.38164,-41.38164,-41.38164,17.22075,17.22075,17.22075,26.87501,26.87501,26.87501,41.79053,41.79053,41.79053,50.75413,50.75413,50.75413,3.072526,3.072526,3.072526,3.350349,3.350349,3.350349,2.799432,2.799432,2.799432,2.126089,2.126089,2.126089,3.072526,3.072526,3.072526,0.6557015,warrior
-20.60704,-20.60704,-20.60704,-52.56511,-52.56511,-52.56511,-81.10827,-81.10827,-81.10827,-87.2672,-87.2672,-87.2672,-87.42319,-87.42319,-87.42319,25.488,25.488,25.488,52.23267,52.23267,52.23267,89.25771,89.25771,89.25771,97.39026,97.39026,97.39026,101.8165,101.8165,101.8165,10.46071,10.46071,10.46071,6.500141,6.500141,6.500141,-4.724498,-4.724498,-4.724498,-0.850643,-0.850643,-0.850643,4.009904,4.009904,4.009904,-9.929941,-9.929941,-9.929941,-26.40883,-26.40883,-26.40883,-42.6028,-42.6028,-42.6028,-41.4044,-41.4044,-41.4044,17.5909,17.5909,17.5909,27.0403,27.0403,27.0403,41.77943,41.77943,41.77943,50.70644,50.70644,50.70644,3.502499,3.502499,3.502499,3.666489,3.666489,3.666489,2.935398,2.935398,2.935398,2.440481,2.440481,2.440481,3.502499,3.502499,3.502499,0.6538158,warrior
-20.56133,-20.56133,-20.56133,-52.31977,-52.31977,-52.31977,-82.63612,-82.63612,-82.63612,-89.7488,-89.7488,-89.7488,-89.92064,-89.92064,-89.92064,25.55761,25.55761,25.55761,52.11992,52.11992,52.11992,88.94173,88.94173,88.94173,96.66913,96.66913,96.66913,101.0438,101.0438,101.0438,10.78243,10.78243,10.78243,6.657872,6.657872,6.657872,-4.555618,-4.555618,-4.555618,-0.5892271,-0.5892271,-0.5892271,4.200699,4.200699,4.200699,-9.909824,-9.909824,-9.909824,-26.02456,-26.02456,-26.02456,-42.49153,-42.49153,-42.49153,-41.31194,-41.31194,-41.31194,17.71176,17.71176,17.71176,27.27917,27.27917,27.27917,41.97419,41.97419,41.97419,51.05848,51.05848,51.05848,3.729044,3.729044,3.729044,3.815005,3.815005,3.815005,3.211984,3.211984,3.211984,2.498139,2.498139,2.498139,3.729044,3.729044,3.729044,0.6555359,warrior
-20.51274,-20.51274,-20.51274,-52.65328,-52.65328,-52.65328,-83.23023,-83.23023,-83.23023,-90.68274,-90.68274,-90.68274,-90.94049,-90.94049,-90.94049,26.18295,26.18295,26.18295,52.65261,52.65261,52.65261,87.41412,87.41412,87.41412,94.86202,94.86202,94.86202,98.59652,98.59652,98.59652,11.15941,11.15941,11.15941,7.500672,7.500672,7.500672,-4.161786,-4.161786,-4.161786,-0.07193062,-0.07193062,-0.07193062,4.406111,4.406111,4.406111,-9.176538,-9.176538,-9.176538,-25.73825,-25.73825,-25.73825,-42.03693,-42.03693,-42.03693,-41.46288,-41.46288,-41.46288,18.02749,18.02749,18.02749,27.6894,27.6894,27.6894,42.01287,42.01287,42.01287,51.44716,51.44716,51.44716,4.073765,4.073765,4.073765,4.249621,4.249621,4.249621,3.608438,3.608438,3.608438,2.835105,2.835105,2.835105,4.073765,4.073765,4.073765,0.6440045,warrior
-20.25459,-20.25459,-20.25459,-52.56096,-52.56096,-52.56096,-83.60685,-83.60685,-83.60685,-91.1632,-91.1632,-91.1632,-91.56248,-91.56248,-91.56248,26.50889,26.50889,26.50889,53.00386,53.00386,53.00386,88.62006,88.62006,88.62006,97.47947,97.47947,97.47947,101.7712,101.7712,101.7712,11.55253,11.55253,11.55253,8.052849,8.052849,8.052849,-3.827903,-3.827903,-3.827903,0.389403,0.389403,0.389403,4.388353,4.388353,4.388353,-8.476147,-8.476147,-8.476147,-25.23528,-25.23528,-25.23528,-41.59882,-41.59882,-41.59882,-41.29951,-41.29951,-41.29951,18.65463,18.65463,18.65463,27.97739,27.97739,27.97739,41.98497,41.98497,41.98497,51.49416,51.49416,51.49416,4.605219,4.605219,4.605219,4.847231,4.847231,4.847231,3.996385,3.996385,3.996385,3.127151,3.127151,3.127151,4.605219,4.605219,4.605219,0.6682439,warrior
-20.05531,-20.05531,-20.05531,-52.61982,-52.61982,-52.61982,-83.63796,-83.63796,-83.63796,-91.2,-91.2,-91.2,-91.32391,-91.32391,-91.32391,26.83867,26.83867,26.83867,53.35011,53.35011,53.35011,88.52306,88.52306,88.52306,97.17906,97.17906,97.17906,101.5285,101.5285,101.5285,12.13085,12.13085,12.13085,8.971424,8.971424,8.971424,-3.343273,-3.343273,-3.343273,1.206826,1.206826,1.206826,4.795499,4.795499,4.795499,-8.060629,-8.060629,-8.060629,-24.65912,-24.65912,-24.65912,-41.19468,-41.19468,-41.19468,-41.2944,-41.2944,-41.2944,19.15865,19.15865,19.15865,28.4362,28.4362,28.4362,41.78355,41.78355,41.78355,50.97348,50.97348,50.97348,4.980645,4.980645,4.980645,5.264828,5.264828,5.264828,4.577646,4.577646,4.577646,3.391676,3.391676,3.391676,4.980645,4.980645,4.980645,0.6542386,warrior
-19.95495,-19.95495,-19.95495,-52.61853,-52.61853,-52.61853,-83.5898,-83.5898,-83.5898,-91.1589,-91.1589,-91.1589,-91.1707,-91.1707,-91.1707,27.01599,27.01599,27.01599,53.55227,53.55227,53.55227,88.39597,88.39597,88.39597,96.90804,96.90804,96.90804,101.2804,101.2804,101.2804,12.43,12.43,12.43,9.431985,9.431985,9.431985,-3.105898,-3.105898,-3.105898,1.624639,1.624639,1.624639,5.02373,5.02373,5.02373,-7.805971,-7.805971,-7.805971,-24.38514,-24.38514,-24.38514,-40.95949,-40.95949,-40.95949,-41.33331,-41.33331,-41.33331,19.42669,19.42669,19.42669,28.65026,28.65026,28.65026,41.68356,41.68356,41.68356,50.69262,50.69262,50.69262,5.177871,5.177871,5.177871,5.494116,5.494116,5.494116,4.869635,4.869635,4.869635,3.530521,3.530521,3.530521,5.177871,5.177871,5.177871,0.6547411,warrior
